Host Id,Host Since,mes,anio,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,AA,AB,AC,AD,AE,AF,AG,cant
26640,21/07/2009,7,2009,Gorgeous Sunny Studio,Manhattan,Apartment,75,Entire home/apt,10024,2,1,38,135,79,,,,,,,,1
26640,21/07/2009,7,2009,Stunning 1br in Historic Brownstone,Manhattan,Apartment,90,Entire home/apt,10024,2,1,26,289,91,,,,,,,,1
26640,21/07/2009,7,2009,Sunny Studios in Historic Browstone,Manhattan,Apartment,80,Entire home/apt,10024,1,1,9,179,80,,,,,,,,1
27104,23/07/2009,7,2009,Great Room in Manhattan - $60/Night,Manhattan,Apartment,90,Private room,10030,1,1,73,60,93,,,,,,,,1
27580,26/07/2009,7,2009,Sunny South Williamsurg,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,125,,,,,,,,,1
27969,27/07/2009,7,2009,Great room in spacious apartment!,Manhattan,Apartment,,Private room,10033,1,1,0,98,,,,,,,,,1
27848,27/07/2009,7,2009,Bargain Space,Queens,House,85,Private room,11434,2,1,24,55,88,,,,,,,,1
27848,27/07/2009,7,2009,CRASH PALACE,Queens,House,85,Private room,11434,2,1,11,68,86,,,,,,,,1
27848,27/07/2009,7,2009,ENJOY THE CITY ON CHEAP,Queens,House,75,Private room,11434,1,1,43,45,78,,,,,,,,1
27848,27/07/2009,7,2009,Excellent/Pvt Rm,Queens,House,85,Private room,11434,2,1,47,55,88,,,,,,,,1
27848,27/07/2009,7,2009,Great Deal/Pvt Rm,Queens,House,85,Private room,11434,2,1,58,55,88,,,,,,,,1
27848,27/07/2009,7,2009,Private Rm2/Shared Bath,Queens,House,90,Private room,11434,2,1,53,55,93,,,,,,,,1
27848,27/07/2009,7,2009,Right on Budget,Queens,House,85,Private room,11434,2,1,57,68,86,,,,,,,,1
28267,28/07/2009,7,2009,Cozy BK home with HUGE private yard,Brooklyn,Apartment,95,Entire home/apt,11249,3,1,23,195,95,,,,,,,,1
28217,28/07/2009,7,2009,Large sunny bedroom in Greenpoint,Brooklyn,Apartment,100,Private room,11222,1,1,2,55,100,,,,,,,,1
28738,30/07/2009,7,2009,Stunning 1 BR - Battery Park,Manhattan,Apartment,,Entire home/apt,10280,2,1,0,300,,,,,,,,,1
28702,30/07/2009,7,2009,Share Loft  in the heart of nyc,Manhattan,Loft,90,Private room,10018,1,1,2,120,90,,,,,,,,1
29096,01/08/2009,8,2009,Clean East Village Studio,Manhattan,Apartment,95,Entire home/apt,10009,1,1,165,135,95,,,,,,,,1
29642,04/08/2009,8,2009,Cute apartment LES/Nolita/Chinatown,Manhattan,Apartment,90,Entire home/apt,10002,2,1,4,190,90,,,,,,,,1
29642,04/08/2009,8,2009,Private room in cute central apt,Manhattan,Apartment,95,Private room,10002,1,1,9,95,96,,,,,,,,1
29805,05/08/2009,8,2009,Cool, quiet Park Slope apartment,Brooklyn,Apartment,100,Entire home/apt,11215,2,1,3,125,100,,,,,,,1
29762,05/08/2009,8,2009,NYC Special Occasions Room #1,Brooklyn,Apartment,80,Private room,11233,2,1,92,29,83,,,,,,,,1
29762,05/08/2009,8,2009,NYC Special Occasions Room #2,Brooklyn,Apartment,85,Private room,11233,1,1,79,27,89,,,,,,,,1
29762,05/08/2009,8,2009,NYC-Brooklyn #1 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,87,39,87,,,,,,,,1
29762,05/08/2009,8,2009,NYC-Brooklyn #2 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,92,39,88,,,,,,,,1
29762,05/08/2009,8,2009,NYC-Brooklyn #3 18 min to Manhattan,Brooklyn,Apartment,90,Private room,11233,1,1,98,39,90,,,,,,,,1
29762,05/08/2009,8,2009,NYC-Brooklyn #4 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,81,39,89,,,,,,,,1
29762,05/08/2009,8,2009,NYC-Brooklyn #5 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,108,35,85,,,,,,,,1
30193,06/08/2009,8,2009,Midtown Pied-a-terre,Manhattan,Apartment,90,Entire home/apt,10019,1,1,40,150,93,,,,,,,,1
30529,08/08/2009,8,2009,Private room w/ separate entrance!,Brooklyn,Apartment,100,Private room,11238,1,1,2,84,100,,,,,,,,1
30811,10/08/2009,8,2009,European Style apartment in NYC,Manhattan,Apartment,80,Entire home/apt,10025,1,1,1,115,80,,,,,,,,1
30990,11/08/2009,8,2009,Stay in the Meatpacking District!,Manhattan,Apartment,95,Entire home/apt,,1,1,109,249,95,,,,,,,,1
32045,16/08/2009,8,2009,Spacious 1 bedroom in luxe building,Manhattan,Apartment,95,Private room,10027,1,1,12,60,98,,,,,,,,1
32105,17/08/2009,8,2009,East Village 1 Bedroom apartment,Manhattan,Apartment,95,Entire home/apt,10003,1,1,7,140,95,,,,,,,,1
32169,17/08/2009,8,2009,Greenpoint Loft / Le Chez Andrea,Brooklyn,Apartment,85,Private room,11222,1,1,50,70,85,,,,,,,,1
32169,17/08/2009,8,2009,Loft in Williamsburg Area w/ Roof,Brooklyn,Apartment,80,Private room,11222,1,1,127,70,81,,,,,,,,1
32169,17/08/2009,8,2009,Room in Greenpoint Loft w/ Roof,Brooklyn,Apartment,80,Private room,11222,1,1,88,70,83,,,,,,,,1
32330,18/08/2009,8,2009,E Vill-great studio sleeps 2,Manhattan,Apartment,85,Entire home/apt,10009,1,1,83,130,85,,,,,,,,1
32330,18/08/2009,8,2009,East Vill Garden duplex apt-slps 7,Manhattan,Apartment,90,Entire home/apt,10009,4,1,29,375,94,,,,,,,,1
32330,18/08/2009,8,2009,HUGE-3 bedroom-ENTIRE FLR -slps 6+2,Manhattan,Apartment,80,Entire home/apt,10009,4,1,83,375,84,,,,,,,,1
32330,18/08/2009,8,2009,LARGE-3 bedroom -EAST VILL-slps 6+3,Manhattan,Apartment,75,Entire home/apt,10009,4,1,63,375,79,,,,,,,,1
32330,18/08/2009,8,2009,Manhattan-EVill-sunny studio slps 4,Manhattan,Apartment,80,Entire home/apt,10009,2,1,73,130,84,,,,,,,,1
32294,18/08/2009,8,2009,back room/bunk beds,Manhattan,Apartment,90,Private room,10031,2,1,184,50,90,,,,,,,,1
32294,18/08/2009,8,2009,front room/double bed,Manhattan,Apartment,85,Private room,10031,1,1,179,50,88,,,,,,,,1
32704,19/08/2009,8,2009,LOFT-CentralPrk/TimeSq/TheaterDist1,Manhattan,Loft,85,Private room,10019,1,1,17,192,88,,,,,,,,1
32704,19/08/2009,8,2009,LOFT-CentralPrk/TimeSq/TheaterDist2,Manhattan,Loft,90,Private room,10019,1,1,79,199,92,,,,,,,,1
32800,20/08/2009,8,2009,Spacious&Pretty, heart of Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,1,85,100,,,,,,,1
32774,20/08/2009,8,2009,Consummate 1Bdrm in Cultural Bklyn,Brooklyn,Apartment,85,Entire home/apt,11221,1,1,43,79,88,,,,,,,,1
33405,23/08/2009,8,2009,Summer In Greenpoint! Deal! Enjoy!,Brooklyn,Apartment,90,Entire home/apt,11222,1,1,22,142,93,,,,,,,,1
33279,23/08/2009,8,2009,SPACIOUS ELEVATOR APARTMENT,Manhattan,Apartment,80,Entire home/apt,10002,1,1,42,165,84,,,,,,,,1
33279,23/08/2009,8,2009,"East Village ""Garden Apartment""",Manhattan,Apartment,85,Entire home/apt,10009,1,1,32,150,87,,,,,,,,1
33279,23/08/2009,8,2009,East village Getaway Courtyard 3E,Manhattan,Apartment,85,Entire home/apt,10009,1,1,20,169,85,,,,,,,,1
33279,23/08/2009,8,2009,Heart of the East Village 2E,Manhattan,Apartment,90,Entire home/apt,10009,1,1,10,159,90,,,,,,,,1
33279,23/08/2009,8,2009,HEART OF THE EAST VILLAGE 2W,Manhattan,Apartment,85,Entire home/apt,10009,1,1,43,159,86,,,,,,,,1
33279,23/08/2009,8,2009,Heart of the East Village 4E,Manhattan,Apartment,80,Entire home/apt,10009,2,1,48,169,82,,,,,,,,1
33279,23/08/2009,8,2009,HEART OF THE EAST VILLAGE 4W,Manhattan,Apartment,90,Entire home/apt,10009,1,1,35,169,90,,,,,,,,1
33279,23/08/2009,8,2009,Sunny renovated studio courtyard 3W,Manhattan,Apartment,90,Entire home/apt,10009,1,1,7,179,94,,,,,,,,1
33279,23/08/2009,8,2009,Room in DOORMAN/ELEVATOR LOFT BLDG,Brooklyn,Apartment,80,Private room,11205,1,1,31,89,84,,,,,,,,1
34128,26/08/2009,8,2009,Designer loft in hip Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,21,170,99,,,,,,,,1
35017,30/08/2009,8,2009,Sunny Artistic East Village Apt,Manhattan,Apartment,95,Entire home/apt,10003,1,1,20,160,96,,,,,,,,1
34915,30/08/2009,8,2009,Luxurious 2-Floor Manhattan Mansion,Manhattan,Apartment,,Entire home/apt,10075,2,1,0,1.000,,,,,,,,,1
35271,31/08/2009,8,2009,Manhattan studio Apartment,Manhattan,Apartment,90,Entire home/apt,10021,2,1,31,150,94,,,,,,,,1
35271,31/08/2009,8,2009,Manhattan City 1 Bed Room Apartment,Manhattan,Apartment,60,Entire home/apt,10029,2,1,1,110,60,,,,,,,,1
35271,31/08/2009,8,2009,Manhattan large 1 Bed Rm Apartment,Manhattan,Apartment,80,Entire home/apt,10029,3,1,48,110,84,,,,,,,,1
35271,31/08/2009,8,2009,Upper Eastside Studio Apartment,Manhattan,Apartment,85,Entire home/apt,10065,2,1,46,140,85,,,,,,,,1
35271,31/08/2009,8,2009,PRIVATE Room Time SQ Broadway Area,Manhattan,Apartment,85,Private room,10036,1,1,9,125,87,,,,,,,,1
35377,01/09/2009,9,2009,Live-In Tour Guide Scenic West Side,Manhattan,Apartment,85,Private room,10027,1,1,26,100,88,,,,,,,,1
35935,03/09/2009,9,2009,Large Private B&B Style Studio,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,52,80,92,,,,,,,,1
36017,03/09/2009,9,2009,Roomy 1BR near park, museums, more,Brooklyn,Apartment,80,Entire home/apt,11238,1,1,82,131,83,,,,,,1
35845,03/09/2009,9,2009,Private Apt Sleeps Five,Brooklyn,House,90,Private room,11210,3,1,26,138,90,,,,,,,,1
35935,03/09/2009,9,2009,B & B Room 1,Brooklyn,House,90,Private room,11238,1,1,39,60,94,,,,,,,,1
35935,03/09/2009,9,2009,B and B Style Rooms for Rent w bath,Brooklyn,House,85,Private room,11238,2,1,19,70,86,,,,,,,,1
35935,03/09/2009,9,2009,Large B&B Style rooms,Brooklyn,House,90,Private room,11238,2,1,48,60,93,,,,,,,,1
36841,07/09/2009,9,2009,European garden bed & breakfast,Brooklyn,Apartment,100,Entire home/apt,11233,2,1,1,115,100,,,,,,,,1
36897,07/09/2009,9,2009,Lovely studio for a romantic pair,Manhattan,Apartment,95,Entire home/apt,10002,1,1,20,113,96,,,,,,,,1
37286,09/09/2009,9,2009,Urban oasis! 2 bedrooms w/ 3 patios,Brooklyn,Apartment,90,Entire home/apt,11206,2,1,14,165,93,,,,,,,,1
37286,09/09/2009,9,2009,Private bedroom-rooftop & terrace!,Brooklyn,Apartment,90,Private room,11206,1,1,28,95,91,,,,,,,,1
37809,11/09/2009,9,2009,2BR bright and airy Brownstone,Brooklyn,Apartment,95,Entire home/apt,11231,2,1,8,180,97,,,,,,,,1
38265,13/09/2009,9,2009,Prime Williamsburg Luxury Apartment,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,7,160,91,,,,,,,,1
38434,14/09/2009,9,2009,Modern lovely bright 3BR near park,Brooklyn,Apartment,,Entire home/apt,11225,4,1,1,170,,,,,,,,,1
38513,14/09/2009,9,2009,Spacious Modern  2 Bedroom Suite,Brooklyn,Apartment,85,Entire home/apt,11226,4,1,27,122,85,,,,,,,,1
38648,15/09/2009,9,2009,Spacious Chelsea Sanctuary,Manhattan,Apartment,80,Entire home/apt,10011,2,1,17,329,84,,,,,,,,1
38694,15/09/2009,9,2009,A Room Fit for Two in Williamsburg,Brooklyn,Apartment,,Private room,11211,1,1,0,75,,,,,,,,,1
38649,15/09/2009,9,2009,Central Greenwich Village available,Manhattan,Apartment,90,Private room,10012,1,1,123,101,90,,,,,,,,1
38736,15/09/2009,9,2009,COZY PRIVATE ROOM NEAR TIMES SQUARE,Manhattan,Apartment,90,Private room,10018,1,1,19,130,93,,,,,,,,1
39260,17/09/2009,9,2009,Cozy entire apt. great location,Manhattan,Apartment,95,Entire home/apt,10029,1,1,23,120,95,,,,,,,,1
39636,19/09/2009,9,2009,Brownstone Haven in Clinton Hill,Brooklyn,House,95,Private room,11238,1,1,35,110,95,,,,,,,,1
39866,20/09/2009,9,2009,Beautiful studio/Upper east side.,Manhattan,Apartment,95,Entire home/apt,10028,2,1,10,160,98,,,,,,,,1
39827,20/09/2009,9,2009,Trendy Harlem Luxury,Manhattan,Apartment,,Private room,10026,1,1,0,125,,,,,,,,,1
40275,21/09/2009,9,2009,Spacious Lofty 2BD in Clinton Hill,Brooklyn,Apartment,100,Entire home/apt,11205,4,1,2,135,100,,,,,,,,1
40100,21/09/2009,9,2009,Sm comfy room Central Park/HellsKit,Manhattan,Apartment,95,Private room,10019,1,1,9,89,98,,,,,,,,1
41091,24/09/2009,9,2009,20FT CEILING LIGHT AIRY PENTHOUSE,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,4,475,100,,,,,,,,1
40893,24/09/2009,9,2009,Charming bedroom/office in Brooklyn,Brooklyn,Apartment,,Private room,11215,1,1,0,150,,,,,,,,,1
41091,24/09/2009,9,2009,Penthouse Room w Bath, 20' ceilings,Brooklyn,Apartment,,Private room,11222,1,1,0,300,,,,,,,,1
41249,25/09/2009,9,2009,1-Bedroom Railroad Apartment,Brooklyn,Apartment,,Entire home/apt,11237,2,1,0,55,,,,,,,,,1
41358,26/09/2009,9,2009,Warm and welcoming brownstone home,Brooklyn,Apartment,,Entire home/apt,11205,1,1,0,140,,,,,,,,,1
41437,26/09/2009,9,2009,Fort Greene Lofty Retreat,Brooklyn,Loft,95,Entire home/apt,11205,4,1,48,200,96,,,,,,,,1
42273,29/09/2009,9,2009,Park Slope Green Guest House,Brooklyn,Apartment,95,Entire home/apt,11215,1,1,247,135,98,,,,,,,,1
42032,29/09/2009,9,2009,Light-filled classic Central Park,Manhattan,Apartment,90,Entire home/apt,10025,1,1,41,140,93,,,,,,,,1
42756,01/10/2009,10,2009,Gorgeous Williamsburg 1BR Apartment,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,190,238,96,,,,,,,,1
42756,01/10/2009,10,2009,Roof-Top Room in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,257,140,95,,,,,,,,1
42756,01/10/2009,10,2009,Charming Carriage House Suite,Brooklyn,House,90,Entire home/apt,11211,1,1,217,165,94,,,,,,,,1
43321,04/10/2009,10,2009,Lovely Bright Williamsburg Apt,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,110,100,,,,,,,,1
43671,05/10/2009,10,2009,Your Spacious Home Away From Home!,Brooklyn,Apartment,,Entire home/apt,11201,1,1,1,107,,,,,,,,,1
43772,06/10/2009,10,2009,Bilevel Penthouse: Park, City Views,Brooklyn,Condominium,100,Entire home/apt,11222,2,1,2,272,100,,,,,,,1
44136,07/10/2009,10,2009,HUGE Designer 2 Bdrm Park Slope Apt,Brooklyn,Apartment,95,Entire home/apt,11215,2,1,7,250,97,,,,,,,,1
44145,07/10/2009,10,2009,Cute apt in artist's home,Brooklyn,Apartment,85,Entire home/apt,11237,1,1,85,80,89,,,,,,,,1
44029,07/10/2009,10,2009,Über hip sun drenched Brooklyn pad,Brooklyn,Apartment,100,Private room,11222,1,1,6,80,100,,,,,,,,1
44263,08/10/2009,10,2009,Great deal Lower East Side!!,Manhattan,Apartment,95,Private room,10002,1,1,67,120,98,,,,,,,,1
45016,11/10/2009,10,2009,Stay at The Brooklyn Apartment!,Brooklyn,Apartment,90,Entire home/apt,11216,3,1,103,160,90,,,,,,,,1
45098,11/10/2009,10,2009,Lovely, calm 3 BR on leafy block,Brooklyn,Apartment,80,Entire home/apt,11238,4,1,1,150,80,,,,,,,1
45120,11/10/2009,10,2009,One-Bedroom Apartment on the Bowery,Manhattan,Apartment,80,Entire home/apt,10003,1,1,2,200,80,,,,,,,,1
45445,12/10/2009,10,2009,Country space in the city,Brooklyn,House,,Private room,11226,2,1,0,150,,,,,,,,,1
45324,12/10/2009,10,2009,GREAT ROOM 4 TIGHT WALLETS,Queens,House,60,Private room,11434,1,1,2,42,60,,,,,,,,1
45324,12/10/2009,10,2009,GREAT ROOM. GREAT PRICE.,Queens,House,80,Private room,11434,1,1,1,42,80,,,,,,,,1
45324,12/10/2009,10,2009,NICE ROOM 4 BUDGETEERS*5MINS TO JFK,Queens,House,75,Private room,11434,1,1,6,42,76,,,,,,,,1
45324,12/10/2009,10,2009,ROOM FOR TIGHT WALLETS*5MINS TO JFK,Queens,House,70,Private room,11434,1,1,6,42,72,,,,,,,,1
45324,12/10/2009,10,2009,SPACIOUS BASEMENT ROOM W/ HALF BATH,Queens,House,40,Private room,11434,1,1,1,45,40,,,,,,,,1
45609,13/10/2009,10,2009,Spacious 1BR Apt in Greenpoint,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,12,149,100,,,,,,,,1
45587,13/10/2009,10,2009,Excellent location, gorgeous studio,Manhattan,Apartment,90,Entire home/apt,10011,2,1,11,150,92,,,,,,,1
45682,13/10/2009,10,2009,Beautiful New Garden Apartment,Manhattan,Apartment,95,Entire home/apt,10023,2,1,41,150,98,,,,,,,,1
45775,14/10/2009,10,2009,Charming bedroom in Clinton Hill!!!,Brooklyn,Apartment,90,Private room,11238,1,1,2,69,90,,,,,,,,1
46529,17/10/2009,10,2009,Huge apartment w backyard & hot tub,Brooklyn,Apartment,,Private room,11238,1,1,0,250,,,,,,,,,1
46650,18/10/2009,10,2009,Lovely LOFT in south Williamsburg,Brooklyn,Loft,95,Entire home/apt,11249,1,1,16,192,96,,,,,,,,1
46650,18/10/2009,10,2009,Cute Top Floor West Village Studio,Manhattan,Apartment,90,Entire home/apt,10014,1,1,35,195,93,,,,,,,,1
46969,19/10/2009,10,2009,Cozy 1BR-Country living in NYC!,Staten Island,House,95,Entire home/apt,10304,3,1,40,70,98,,,,,,,,1
46978,19/10/2009,10,2009,ENJOY Downtown NYC!,Manhattan,Apartment,85,Private room,10009,1,1,157,70,85,,,,,,,,1
46978,19/10/2009,10,2009,ENJOY Downtown NYC!!,Manhattan,Apartment,85,Private room,10009,1,1,102,70,88,,,,,,,,1
46978,19/10/2009,10,2009,Enjoy Midtown West & Times Square!!,Manhattan,Apartment,85,Private room,10018,1,1,46,90,89,,,,,,,,1
47691,22/10/2009,10,2009,Perfect SOHO - Little Italy Nest,Manhattan,Apartment,95,Entire home/apt,10013,3,1,29,308,97,,,,,,,,1
47716,22/10/2009,10,2009,$45 L train/ 1 bedroom Brooklyn,Brooklyn,Apartment,85,Private room,,2,1,56,49,85,,,,,,,,1
47618,22/10/2009,10,2009,1bdr w private bath. in lofty apt,Brooklyn,Apartment,100,Private room,11205,1,1,21,126,100,,,,,,,,1
47737,22/10/2009,10,2009,Cozy room in 1820's Brick Wall Apt!,Manhattan,Apartment,70,Private room,10029,1,1,18,120,72,,,,,,,,1
48143,25/10/2009,10,2009,Financial District Retreat 2,Manhattan,Apartment,95,Entire home/apt,10005,1,1,11,235,98,,,,,,,,1
48143,25/10/2009,10,2009,Finanical District Retreat,Manhattan,Apartment,100,Entire home/apt,10005,1,1,3,235,100,,,,,,,,1
48143,25/10/2009,10,2009,Quiet Midtown Studio,Manhattan,Apartment,95,Entire home/apt,10016,1,1,9,235,96,,,,,,,,1
48143,25/10/2009,10,2009,Spring Retreat in Midtown,Manhattan,Apartment,90,Entire home/apt,10016,1,1,2,235,90,,,,,,,,1
48165,25/10/2009,10,2009,Master Suite in Financial District,Manhattan,Apartment,,Private room,10038,1,1,0,125,,,,,,,,,1
48247,26/10/2009,10,2009,BROWNSTONE - 2 BEDROOM APT,Brooklyn,Apartment,90,Entire home/apt,11216,3,1,125,115,91,,,,,,,,1
48599,27/10/2009,10,2009,Quiet Chelsea Studio w/Roof Access,Manhattan,Apartment,95,Entire home/apt,10011,1,1,10,145,98,,,,,,,,1
48599,27/10/2009,10,2009,Beautiful Downtown Manhattan Share,Manhattan,Apartment,90,Shared room,10011,1,1,57,50,94,,,,,,,,1
48957,28/10/2009,10,2009,Artist Oasis in Historic Brownstone,Brooklyn,Apartment,100,Entire home/apt,11215,1,1,2,235,100,,,,,,,,1
49236,28/10/2009,10,2009,amazing  brand new one bed room apt,Manhattan,Apartment,60,Entire home/apt,10075,1,1,24,185,62,,,,,,,,1
49236,28/10/2009,10,2009,any term sublet night week months,Manhattan,Apartment,70,Entire home/apt,10075,1,1,115,185,74,,,,,,,,1
49366,29/10/2009,10,2009,Beautiful Brooklyn Brownstone,Brooklyn,House,95,Entire home/apt,11238,2,1,13,315,98,,,,,,,,1
49623,29/10/2009,10,2009,Artsy East Village/Lower East Side,Manhattan,Apartment,95,Private room,10002,1,1,28,59,98,,,,,,,,1
49875,30/10/2009,10,2009,Large 3 bed house in Rego Park,Queens,House,,Entire home/apt,11374,3,1,0,290,,,,,,,,,1
50148,31/10/2009,10,2009,Charming Brownstone - Near PRATT,Brooklyn,Apartment,80,Entire home/apt,11238,2,1,49,150,84,,,,,,,,1
50148,31/10/2009,10,2009,Charming Brownstone 3- Near PRATT,Brooklyn,Apartment,85,Entire home/apt,11238,2,1,29,150,86,,,,,,,,1
50335,31/10/2009,10,2009,Large East Village 1 BD by Bowery,Manhattan,Apartment,90,Entire home/apt,10003,1,1,5,150,93,,,,,,,,1
50124,31/10/2009,10,2009,1 Stop fr. Manhattan! Private Suite,Queens,Townhouse,95,Private room,11101,2,1,97,120,97,,,,,,,,1
50912,02/11/2009,11,2009,Light and Lively Living Room Space,Brooklyn,Apartment,90,Private room,11238,1,1,7,75,94,,,,,,,,1
51038,03/11/2009,11,2009,large garden triplex apt near PRATT,Brooklyn,Apartment,90,Entire home/apt,11238,1,1,36,248,93,,,,,,,,1
51038,03/11/2009,11,2009,bdrm w/pvt bath, lndmrk brick home,Brooklyn,House,90,Private room,11238,1,1,8,128,91,,,,,,,1
51038,03/11/2009,11,2009,large bedrm in 4flr landmark home,Brooklyn,House,90,Private room,11238,1,1,6,128,92,,,,,,,,1
51038,03/11/2009,11,2009,lrg bedrm historic home 1blk PRATT,Brooklyn,House,85,Private room,11238,2,1,19,128,86,,,,,,,,1
51038,03/11/2009,11,2009,lrg rm triplex landmrk brick house,Brooklyn,House,85,Private room,11238,1,1,8,128,89,,,,,,,,1
51618,05/11/2009,11,2009,Artistic Loft in Midtown w/ View,Manhattan,Apartment,100,Private room,10018,1,1,1,56,100,,,,,,,,1
52034,06/11/2009,11,2009,Minimalist Designer Railroad,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,120,,,,,,,,,1
52007,06/11/2009,11,2009,Clean/Big/Bright/Affordable Room!,Queens,Apartment,95,Private room,11377,1,1,9,50,96,,,,,,,,1
52233,07/11/2009,11,2009,1 br Williamsburg Brooklyn Condo,,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,4,100,100,,,,,,,1
52263,07/11/2009,11,2009,Modern One-Bedroom in Luxury Bldg,Manhattan,Apartment,90,Entire home/apt,10001,1,1,2,220,90,,,,,,,,1
52335,08/11/2009,11,2009,Fort Greene brownstone,Brooklyn,Apartment,90,Private room,11205,1,1,82,80,94,,,,,,,,1
52751,09/11/2009,11,2009,1br West Village Chelsea Meatpackin,Manhattan,Apartment,90,Entire home/apt,10014,1,1,60,207,91,,,,,,,,1
52788,09/11/2009,11,2009,5th Ave on Central Park Museum Mile,Manhattan,Apartment,90,Entire home/apt,10029,1,1,19,199,94,,,,,,,,1
52677,09/11/2009,11,2009,Columbus Avenue Apartment,Manhattan,Apartment,,Private room,,1,1,0,190,,,,,,,,,1
53024,10/11/2009,11,2009,One family house with 4 bedrooms!!!,Brooklyn,House,85,Entire home/apt,11225,7,1,5,199,85,,,,,,,,1
